law_index,madeh_index,madeh_text
10,107,"ماده 604
هر یک از مستخدمین دولتی اعم از قضائی و اداری نوشته‌ها و اوراق و اسنادی را که حسب وظیفه به آنان سپرده شده یا برای انجام ‌وظایفشان به آنها داده شده است را معدوم یا مخفی نماید یا به کسی بدهد که به لحاظ قانون از دادن به آن کس ممنوع می‌باشد، علاوه بر جبران‌خسارت وارده به حبس از سه ماه تا یک سال محکوم خواهد شد.

"
10,108,"ماده 605
(جزای نقدی اصلاحی 1399/11/08)- هر یک از مامورین ادارات و موسسات مذکور در ماده (598) که از روی غرض و بر خلاف حق درباره یکی از طرفین اظهارنظر یا‌ اقدامی کرده باشد به حبس تا سه ماه یا مجازات نقدی تا 30/000/000 ریال و جبران خسارت وارده محکوم خواهد شد.

"
10,109,"ماده 606
هر یک از روسا یا مدیران یا مسئولین سازمانها و موسسات مذکور در ماده (598) که از وقوع جرم ارتشاء یا اختلاس یا تصرف غیر‌قانونی یا کلاهبرداری یا جرایم موضوع مواد (599) و (603) در سازمان یا موسسات تحت اداره یا نظارت خود مطلع شده و مراتب را حسب مورد به مراجع صلاحیتدار قضائی یا اداری اعلام ننماید علاوه بر حبس از شش ماه تا دو سال به انفصال موقت از شش ماه تا دو سال محکوم خواهد شد.

"
10,110,"ماده 607
هر گونه حمله یا مقاومتی که با علم و آگاهی نسبت به مامورین دولت در حین انجام وظیفه آنان به عمل آید تمرد محسوب می‌شود و مجازات آن به شرح ذیل است:
1 - هر گاه متمرد به قصد تهدید اسلحه خود را نشان دهد حبس از شش ماه تا دو سال.
2 - هر گاه متمرد در حین اقدام دست به اسلحه برد، حبس از یک تا سه سال.
3 - در سایر موارد حبس از سه ماه تا یک سال.
تبصره - اگر متمرد در هنگام تمرد مرتکب جرم دیگری هم بشود به مجازات هر دو جرم محکوم خواهد شد.

"
10,111,"ماده 608
(اصلاحی 1399/02/23)- توهین به افراد از قبیل فحاشی و استعمال الفاظ رکیک چنانچه موجب حد قذف نباشد (مستوجب) جزای نقدی درجه شش خواهد بود.

"
10,112,"ماده 609
(اصلاحی 1399/02/23)- هر کس با توجه به سمت، یکی از روسای سه قوه یا معاونان رئیس جمهور یا وزرا یا یکی از نمایندگان مجلس شورای اسلامی یا نمایندگان مجلس خبرگان یا اعضای شورای نگهبان یا قضات یا اعضای دیوان محاسبات یا کارکنان وزارتخانه ها و موسسات و شرکت‌های دولتی و شهرداری‌ها در حال انجام وظیفه یا به سبب آن توهین نماید به چهل و پنج روز تا سه ماه حبس و یا تا (74) ضربه شلاق و یا دو میلیون (2/000/000) تا بیست و پنج میلیون (25/000/000) ریال جزای نقدی محکوم میشود.

"
10,113,"ماده 610
هر گاه دو نفر یا بیشتر اجتماع و تبانی نمایند که جرایمی بر ضد امنیت داخلی یا خارج کشور مرتکب شوند یا وسایل ارتکاب آن را فراهم نمایند در صورتی که عنوان محارب بر آنان صادق نباشد به دو تا پنج سال حبس محکوم خواهند شد.

"
10,114,"ماده 611
هر گاه دو نفر یا بیشتر اجتماع و تبانی بنمایند که علیه اعراض یا نفوس یا اموال مردم اقدام نمایند و مقدمات اجرائی را هم تدارک دیده‌ باشند ولی بدون اراده خود موفق به اقدام نشوند حسب مراتب به حبس از شش ماه تا سه سال محکوم خواهند شد.

"
10,115,"ماده 612
هر کس مرتکب قتل عمد شود و شاکی نداشته یا شاکی داشته ولی از قصاص گذشت کرده باشد و یا به هر علت قصاص نشود در‌ صورتی که اقدام وی موجب اخلال در نظم و صیانت و امنیت جامعه یا بیم تجری مرتکب یا دیگران گردد دادگاه مرتکب را به حبس از سه تا ده سال‌ محکوم می‌نماید.
تبصره (منسوخ 1399/02/23) - در این مورد معاونت در قتل عمد موجب حبس از یک تا پنج سال خواهد بود.

"
10,116,"ماده 613
(منسوخ 1399/02/23)- هر گاه کسی شروع به قتل عمد نماید ولی نتیجه منظور بدون اراده وی محقق نگردد به شش ماه تا سه سال حبس تعزیری محکوم خواهد شد.

"
10,117,"ماده 614
(اصلاحی 1399/02/23)- هر کس عمداً به دیگری جرح یا ضربی وارد آورد که موجب نقصان یا شکستن یا از کار افتادن عضوی از اعضا یا منتهی به مرض دایمی یا فقدان یا نقص یکی از حواس یا منافع یا زوال عقل مجنی علیه گردد در مواردی که قصاص امکان نداشته باشد چنانچه اقدام وی موجب اخلال در نظم و صیانت و امنیت جامعه یا بیم تجری مرتکب یا دیگران گردد به حبس درجه شش محکوم خواهد شد و در صورت درخواست مجنی علیه مرتکب به پرداخت دیه نیز محکوم می‌شود.

تبصره - در صورتی که جرح وارده منتهی به ضایعات فوق نشود و آلت جرح اسلحه یا چاقو و امثال آن باشد مرتکب به سه ماه تا یک سال حبس محکوم خواهد شد.

"
10,118,"ماده 615
هر گاه عده‌ای با یکدیگر منازعه نمایند هر یک از شرکت‌کنندگان در نزاع حسب مورد به مجازات زیر محکوم میشوند:
1 - در صورتی که نزاع منتهی به قتل شود به حبس از یک تا سه سال.
2 - در صورتی که منتهی به نقص عضو شود به حبس از شش ماه تا سه سال.
3 - در صورتی که منتهی به ضرب و جرح شود به حبس از سه ماه تا یک سال.
تبصره 1 - در صورتی که اقدام شخص، دفاع مشروع تشخیص داده شود، مشمول این ماده نخواهد بود.
تبصره 2 - مجازاتهای فوق مانع اجرای مقررات قصاص یا دیه حسب مورد نخواهد شد.

"
10,119,"ماده 616
در صورتی که قتل غیر عمد به واسطه بی‌احتیاطی یا بی‌مبالاتی یا اقدام به امری که مرتکب در آن مهارت نداشته است یا به سبب عدم رعایت نظامات واقع شود، مسبب به حبس از یک تا سه سال و نیز به پرداخت دیه در صورت مطالبه از ناحیه اولیای دم محکوم خواهد شد مگر اینکه‌ خطای محض باشد.
تبصره - مقررات این ماده شامل قتل غیر عمد در اثر تصادف رانندگی نمی‌گردد.

"
10,120,"ماده 617
هر کس به وسیله چاقو و یا هر نوع اسلحه دیگر تظاهر یا قدرت‌نمایی کند یا آن را وسیله مزاحمت اشخاص یا اخاذی یا تهدید قرار دهد‌یا با کسی گلاویز شود در صورتی که از مصادیق محارب نباشد به حبس از شش ماه تا دو سال و تا (74) ضربه شلاق محکوم خواهد شد.
تبصره 1 (الحاقی 1396/9/29) - حمل قمه، شمشیر، قداره و پنجه بوکس در صورتی که صرفاً به منظور درگیری فیزیکی و ضرب و جرح انجام شود جرم محسوب و مرتکب به حداقل مجازات مقرر در این ماده محکوم می‌گردد. واردات، تولید و عرضه سلاحهای مذکور ممنوع است و مرتکب به جزای نقدی درجه شش محکوم و حسب مورد این سلاحها به نفع دولت ضبط یا معدوم می‌شود.
تبصره 2 (الحاقی 1396/9/29) - تولید، عرضه یا حمل ادوات موضوع تبصره (1) در موارد ورزشی، نمایشی، آموزشی و نیاز ضروری اشخاص برای استفاده شغلی یا دفاع شخصی پس از دریافت مجوز بلامانع است.
نحوه و مرجع صدور مجوز به موجب آیین‌نامه‌ای است که ظرف مدت سه ماه از تاریخ ابلاغ این قانون با پیشنهاد وزرای دادگستری و کشور و با همکاری نیروی انتظامی جمهوری اسلامی ایران تهیه می‌شود و به تصویب هیات وزیران می‌رسد.

"
10,121,"ماده 618
هر کس با هیاهو و جنجال یا حرکات غیر متعارف یا تعرض به افراد موجب اخلال نظم و آسایش و آرامش عمومی گردد یا مردم را از‌ کسب و کار باز دارد به حبس از سه ماه تا یک سال و تا (74) ضربه شلاق محکوم خواهد شد.

"
10,122,"ماده 619
هر کس در اماکن عمومی یا معابر متعرض یا مزاحم اطفال یا زنان بشود یا با الفاظ و حرکات مخالف شوون و حیثیت به آنان توهین نماید به حبس از دو تا شش ماه و تا (74) ضربه شلاق محکوم خواهد شد.

"
10,123,"ماده 620
هر گاه جرایم مذکور در مواد (616) و (617) و (618) در نتیجه توطئه قبلی و دسته‌جمعی واقع شود هر یک از مرتکبین به حداکثر‌مجازات مقرر محکوم خواهند شد.

"
10,124,"ماده 621
(اصلاحی 1399/02/23)- هر کس به قصد مطالبه وجه یا مال یا به قصد انتقام یا به هر منظور دیگری به عنف یا تهدید یا حیله یا به هر نحو دیگر شخصا یا توسط دیگری شخصی را برباید یا مخفی کند در صورتی که ارتکاب جرم به عنف یا تهدید باشد به حبس درجه چهار و در غیر این صورت به حبس درجه پنج محکوم خواهد شد در صورتی که سن مجنی علیه کمتر از پانزده سال تمام باشد یا ربودن توسط وسایل نقلیه انجام پذیرد یا به مجنی علیه آسیب جسمی یا حیثیتی وارد شود، مرتکب به حداکثر مجازات تعیین شده محکوم خواهد شد و در صورت ارتکاب جرایم دیگر به مجازات آن جرم نیز محکوم می‌گردد.

تبصره (منسوخ 1399/02/23)- مجازات شروع به ربودن سه تا پنج سال حبس است.

"
10,125,"ماده 622
هر کس عالماً عامداً به واسطه ضرب یا اذیت و آزار زن حامله، موجب سقط جنین وی شود علاوه بر پرداخت دیه یا قصاص حسب مورد به حبس از شش ماه تا یک سال و شش ماه محکوم خواهد شد.

"
10,126,"ماده 623
هر کس به واسطه دادن ادویه یا وسایل دیگری موجب سقط جنین زن گردد به شش ماه تا یک سال حبس محکوم میشود و اگر عالماً و‌عامداً زن حامله‌ای را دلالت به استعمال ادویه یا وسایل دیگری نماید که جنین وی سقط گردد به حبس از سه تا شش ماه محکوم خواهد شد مگر این که‌ثابت شود این اقدام برای حفظ حیات مادر میباشد و در هر مورد حکم به پرداخت دیه مطابق مقررات مربوط داده خواهد شد.

"
10,127,"ماده 624
اگر طبیب یا ماما یا داروفروش و اشخاصی که به عنوان طبابت یا مامایی یا جراحی یا داروفروشی اقدام میکنند وسایل سقط جنین ‌فراهم سازند و یا مباشرت به اسقاط جنین نمایند به حبس از دو تا پنج سال محکوم خواهند شد و حکم به پرداخت دیه مطابق مقررات مربوط صورت خواهد پذیرفت.

"
10,128,"ماده 625
(منسوخ 1392/2/1)- قتل و جرح و ضرب هر گاه در مقام دفاع از نفس یا عرض یا مال خود مرتکب یا شخص دیگری واقع شود با رعایت مواد ذیل مرتکب مجازات نمی‌شود مشروط بر اینکه دفاع متناسب با خطری باشد که مرتکب را تهدید میکرده است.

تبصره - مقررات این ماده در مورد دفاع از مال غیر در صورتی قابل اجرا است که حفاظت مال غیر به عهده دفاع‌کننده بوده یا صاحب مال استمداد ‌نماید.

"
10,129,"ماده 626
(منسوخ 1392/2/1)- در مورد هر فعلی که مطابق قانون جرم بر نفس یا عرض یا مال محسوب می‌شود ولو اینکه از مامورین دولتی صادر گردد هر گونه ‌مقاومت برای دفاع از نفس یا عرض یا مال جایز خواهد بود.

"
10,130,"ماده 627
(منسوخ 1392/2/1)- دفاع در مواقعی صادق است که:
الف- خوف برای نفس یا عرض یا ناموس یا مال مستند به قرائن معقول باشد.
ب- دفاع متناسب با حمله باشد.
ج- توسل به قوای دولتی یا هر گونه وسیله آسان‌تری برای نجات میسر نباشد.

"
10,131,"ماده 628
(منسوخ 1392/2/1)- مقاومت در مقابل نیروهای انتظامی و دیگر ضابطین دادگستری در موقعی که مشغول انجام وظیفه خود باشند دفاع محسوب نمی‌شود ‌ولی هر گاه اشخاص مزبور از حدود وظیفه خود خارج شوند و بر حسب ادله و قرائن موجود خوف آن باشد که عملیات آنها موجب قتل یا جرح یا‌تعرض به عرض یا مال گردد در این صورت دفاع در مقابل آنها نیز جایز است.

"
10,132,"ماده 629
(منسوخ 1392/2/1)- در موارد ذیل قتل عمدی به شرط آن که دفاع متوقف به قتل باشد مجازات نخواهد داشت:
الف- دفاع از قتل یا ضرب و جرح شدید یا آزار شدید یا دفاع از هتک ناموس خود و اقارب.
ب- دفاع در مقابل کسی که درصدد هتک عرض و ناموس دیگری به اکراه و عنف برآید.
ج- دفاع در مقابل کسی که درصدد سرقت و ربودن انسان یا مال او برآید.

"
10,133,"ماده 630
هرگاه مردی همسر خود را در حال زنا با مرد اجنبی مشاهده کند و علم به تمکین زن داشته باشد می‌تواند در همان حال آنان را به قتل برساند و در صورتی که زن مکره باشد فقط مرد را می‌تواند به قتل برساند. حکم ضرب و جرح در این مورد نیز مانند قتل است.

"
10,134,"ماده 631
(اصلاحی جزای نقدی 1399/11/08)- هر کس طفلی را که تازه متولد شده است بدزدد یا مخفی کند یا او را به جای طفل دیگری یا متعلق به زن دیگری غیر از مادر طفل قلمداد نماید به شش ماه تا سه سال حبس محکوم خواهد شد و چنانچه احراز شود که طفل مزبور مرده بوده، مرتکب به 4/000/000 تا 15/000/000 ریال جزای نقدی محکوم خواهد شد.

"
10,135,"ماده 632
(اصلاحی جزای نقدی 1399/11/08)- اگر کسی از دادن طفلی که به او سپرده شده است در موقع مطالبه اشخاصی که قانوناً حق مطالبه دارند امتناع کند به مجازات از چهل و پنج روز تا سه ماه حبس یا به جزای نقدی از 15/000/000 تا 30/000/000 ریال محکوم خواهد شد.

"
10,136,"ماده 633
(جزای نقدی اصلاحی 1399/11/08)- هر گاه کسی شخصاً یا به دستور دیگری طفل یا شخصی را که قادر به محافظت خود نمی‌باشد در محلی که خالی از سکنه است رها نماید به حبس از سه ماه تا یک سال و یا جزای نقدی از 25/000/000 تا 100/000/000 ریال محکوم خواهد شد و اگر در آبادی و جایی که دارای سکنه باشد رها کند تا نصف مجازات مذکور محکوم خواهد شد و چنانچه این اقدام سبب وارد آمدن صدمه یا آسیب یا فوت شود رهاکننده علاوه بر مجازات فوق حسب مورد به قصاص یا دیه یا ارش نیز محکوم خواهد شد.

"
10,137,"ماده 634
هر کس بدون مجوز مشروع نبش قبر نماید به مجازات حبس از سه ماه و یک روز تا یک سال محکوم میشود و هر گاه جرم دیگری نیز‌ با نبش قبر مرتکب شده باشد به مجازات آن جرم هم محکوم خواهد شد.

"
10,138,"ماده 635
(جزای نقدی اصلاحی 1399/11/08)- هر کس بدون رعایت نظامات مربوط به دفن اموات جنازه ای را دفن کند یا سبب دفن آن شود یا آن را مخفی نماید به جزای نقدی از 4/000/000 تا 30/000/000 ریال محکوم خواهد شد.

"
10,139,"ماده 636
هر کس جسد مقتولی را با علم به قتل مخفی کند یا قبل از اینکه به اشخاصی که قانونا مامور کشف و تعقیب جرایم هستند خبر دهد آن را دفن نماید به حبس از سه ماه و یک روز تا یک سال محکوم خواهد شد.

"
10,140,"ماده 637
هر گاه زن و مردی که بین آنها علقه زوجیت نباشد، مرتکب روابط نامشروع یا عمل منافی عفت غیر از زنا از قبیل تقبیل یا مضاجعه ‌شوند، به شلاق تا نود و نه ضربه محکوم خواهند شد و اگر عمل با عنف و اکراه باشد فقط اکراه‌کننده تعزیر می‌شود.

"
10,141,"ماده 638
هر کس علنا در انظار و اماکن عمومی و معابر تظاهر به عمل حرامی نماید، علاوه بر کیفر عمل به حبس از ده روز تا دو ماه یا تا (74)‌ ضربه شلاق محکوم میگردد و در صورتی که مرتکب عملی شود که نفس آن عمل دارای کیفر نمی‌باشد ولی عفت عمومی را جریحه‌دار نماید فقط به حبس از ده روز تا دو ماه یا تا (74) ضربه شلاق محکوم خواهد شد.

تبصره (جزای نقدی اصلاحی 1399/11/08)- زنانی که بدون حجاب شرعی در معابر و انظار عمومی ظاهر شوند به حبس از ده روز تا دو ماه و یا از 2/000/000 تا 10/000/000 ریال جزای نقدی محکوم خواهند شد.

"
10,142,"ماده 639
افراد زیر به حبس از یک تا ده سال محکوم میشوند و در مورد بند «‌الف» علاوه بر مجازات مقرر، محل مربوطه به طور موقت با نظر دادگاه بسته خواهد شد:
‌الف - کسی که مرکز فساد یا فحشا دایر یا اداره کند.
ب - کسی که مردم را به فساد یا فحشا تشویق نموده یا موجبات آن را فراهم نماید.
تبصره - هر گاه بر عمل فوق عنوان قوادی صدق نماید علاوه بر مجازات مذکور به حد قوادی نیز محکوم میگردد.

"
10,143,"ماده 640
(جزای نقدی اصلاحی 1399/11/08)- اشخاص ذیل به حبس از سه ماه تا یک سال و جزای نقدی از 25/000/000 ریال تا 100/000/000 ریال و تا (74) ضربه شلاق یا به یک یا دو مجازات مذکور محکوم خواهند شد:
1 - هر کس نوشته یا طرح، گراور، نقاشی، تصاویر، مطبوعات، اعلانات، علایم، فیلم، نوار سینما و یا به طور کلی هر چیز که عفت و اخلاق عمومی را جریحه دار نماید برای تجارت یا توزیع به نمایش و معرض انظار عمومی گذارد یا بسازد یا برای تجارت و توزیع نگاه دارد.
2 - هر کس اشیاء مذکور را به منظور اهداف فوق شخصا یا به وسیله دیگری وارد یا صادر کند و یا به نحوی از انحاء متصدی یا واسطه تجارت و یا هر قسم معامله دیگر شود یا از کرایه دادن آن ها تحصیل مال نماید.
3 - هر کس اشیاء فوق را به نحوی از انحاء منتشر نماید یا آنها را به معرض انظار عمومی بگذارد.
4 - هر کس برای تشویق به معامله اشیاء مذکور در فوق و یا ترویج آن اشیاء به نحوی از انحاء اعلان و یا فاعل یکی از اعمال ممنوعه فوق و یا محل بدست آوردن آن را معرفی نماید.

تبصره 1 - مفاد این ماده شامل اشیائی نخواهد بود که با رعایت موازین شرعی و برای مقاصد علمی یا هر مصلحت حلال عقلائی دیگر تهیه یا خرید و فروش و مورد استفاده متعارف علمی قرار می‌گیرد.

تبصره 2 - اشیای مذکور ضبط و محو آثار می‌گردد و جهت استفاده لازم به دستگاه دولتی ذی‌ربط تحویل خواهد شد.

"
10,144,"ماده 641
(اصلاحی 1399/2/23)- هر گاه کسی به وسیله تلفن یا دستگاه های مخابراتی دیگر برای اشخاص ایجاد مزاحمت نماید علاوه بر اجرای مقررات خاص شرکت مخابرات، مرتکب به حبس از پانزده روز تا سه ماه محکوم خواهد شد.

"
10,145,"ماده 642
(منسوخ 1391/12/1)- هر کس با داشتن استطاعت مالی نفقه زن خود را در صورت تمکین ندهد یا از تادیه نفقه سایر اشخاص واجب‌ النفقه امتناع نماید دادگاه ‌او را از سه ماه و یک روز تا پنج ماه حبس محکوم می ‌نماید.

"
10,146,"ماده 643
(جزای نقدی اصلاحی 1399/11/08)- هر گاه کسی عالما زن شوهردار یا زنی را که در عده دیگری است برای مردی عقد نماید به حبس از شش ماه تا سه سال یا از 50/000/000 تا 300/000/000 ریال جزای نقدی و تا (74) ضربه شلاق محکوم می‌شود و اگر دارای دفتر ازدواج و طلاق یا اسناد رسمی باشد برای همیشه از تصدی دفتر ممنوع خواهد گردید.

"
10,147,"ماده 644
(جزای نقدی اصلاحی 1399/11/08)- کسانی که عالما مرتکب یکی از اعمال زیر شوند به حبس از شش ماه تا دو سال و یا از 25/000/000 تا 100/000/000 ریال جزای نقدی محکوم می‌شوند:
1 - هر زنی که در قید زوجیت یا عده دیگری است خود را به عقد دیگری درآورد در صورتی که منجر به مواقعه نگردد.
2 - هر کسی که زن شوهردار یا زنی را که در عده دیگری است برای خود تزویج نماید در صورتی که منتهی به مواقعه نگردد.

"
10,148,"ماده 645
(منسوخ 1391/12/1)- به منظور حفظ کیان خانواده ثبت واقعه ازدواج دائم، طلاق و رجوع طبق مقررات الزامی است، چنانچه مردی بدون ثبت در دفاتر‌ رسمی مبادرت به ازدواج دائم، طلاق و رجوع نماید به مجازات حبس تعزیری تا یکسال محکوم می ‌گردد.

"
10,149,"ماده 646
(منسوخ 1391/12/1)- ازدواج قبل از بلوغ بدون اذن ولی ممنوع است چنانچه مردی با دختری که به حد بلوغ نرسیده بر خلاف مقررات ماده (1041) قانون ‌مدنی و تبصره ذیل آن ازدواج نماید به حبس تعزیری از شش ماه تا دو سال محکوم می ‌گردد.

"
10,150,"ماده 647
(اصلاحی 1399/2/23)- چنانچه هر یک از زوجین قبل از عقد ازدواج طرف خود را به امور واهی از قبیل داشتن تحصیلات عالی، تمکن مالی، موقعیت اجتماعی، شغل و سمت خاص، تجرد و امثال آن فریب دهد و عقد بر مبنای هر یک از آن‌ها واقع شود مرتکب به حبس تعزیری از سه ماه تا یک سال محکوم می‌گردد.

"
10,151,"ماده 648
(اصلاحی 1399/2/23 و جزای نقدی اصلاحی 1399/11/08)- اطباء و جراحان و ماماها و داروفروشان و کلیه کسانی که به مناسبت شغل یا حرفه خود محرم اسرار می‌شوند هرگاه در غیر از موارد قانونی، اسرار مردم را افشا کنند به چهل و پنج روز و دوازده ساعت تا شش ماه حبس و یا به 20/000/000 تا 60/000/000 ریال جزای نقدی محکوم می‌شوند.

"
10,152,"ماده 649
هر کس در دعوای حقوقی یا جزائی که قسم متوجه او شده باشد سوگند دروغ یاد نماید به شش ماه تا دو سال حبس محکوم خواهد‌شد.

"
10,153,"ماده 650
(جزای نقدی اصلاحی 1399/11/08)- هر کس در دادگاه نزد مقامات رسمی شهادت دروغ بدهد به سه ماه و یک روز تا دو سال حبس و یا به 25/000/000 تا 100/000/000 ریال جزای نقدی محکوم خواهد شد.

تبصره - مجازات مذکور در این ماده علاوه بر مجازاتی است که در باب حدود و قصاص و دیات برای شهادت دروغ ذکر گردیده است.

"
10,154,"ماده 651
هر گاه سرقت جامع شرایط حد نباشد ولی مقرون به تمام پنج شرط ذیل باشد مرتکب از پنج تا بیست سال حبس و تا (74) ضربه شلاق‌محکوم می‌گردد:
1 - سرقت در شب واقع شده باشد.
2 - سارقین دو نفر یا بیشتر باشند.
3 - یک یا چند نفر از آنها حامل سلاح ظاهر یا مخفی بوده باشند.
4 - از دیوار بالا رفته یا حرز را شکسته یا کلید ساختگی به کار برده یا اینکه عنوان یا لباس مستخدم دولت را اختیار کرده یا بر خلاف حقیقت خود ‌را مامور دولتی قلمداد کرده یا در جایی که محل سکنی یا مهیا برای سکنی یا توابع آن است سرقت کرده باشند.
5 - در ضمن سرقت کسی را آزار یا تهدید کرده باشند.
تبصره (الحاقی 1387/08/22)- منظور از سلاح مذکور در این بند موارد ذیل می‌باشد:
1- انواع اسلحه گرم از قبیل تفنگ و نارنجک.
2- انواع اسلحه سرد از قبیل قمه، شمشیر، کارد، چاقو و پنجه بوکس.
3- انواع اسلحه سرد جنگی مشتمل بر کاردهای سنگری متداول در نیروهای مسلح جمهوری اسلامی ایران یا مشابه آنها و سرنیزه های قابل نصب بر روی تفنگ.
4- انواع اسلحه شکاری شامل تفنگهای ساچمه زنی، تفنگهای مخصوص بیهوش کردن جانداران و تفنگهای ویژه شکار حیوانات آبزی.

"
10,155,"ماده 652
هر گاه سرقت مقرون به آزار باشد و یا سارق مسلح باشد به حبس از سه ماه تا ده سال و شلاق تا (74) ضربه محکوم می‌شود و اگر جرحی نیز واقع شده باشد علاوه بر مجازات جرح به حداکثر مجازات مذکور در این ماده محکوم می‌گردد.

"
10,156,"ماده 653
هر کس در راهها و شوارع به نحوی از انحاء مرتکب راهزنی شود در صورتی که عنوان محارب بر او صادق نباشد به سه تا پانزده سال‌حبس و شلاق تا (74) ضربه محکوم می‌شود.

"
10,157,"ماده 654
هر گاه سرقت در شب واقع شده باشد و سارقین دو نفر یا بیشتر باشند و لااقل یک نفر از آنان حامل سلاح ظاهر یا مخفی باشد در صورتی که بر حامل اسلحه عنوان محارب صدق نکند جزای مرتکب یا مرتکبان حبس از پنج تا پانزده سال و شلاق تا (74) ضربه می‌باشد.

"
10,158,"ماده 655
(منسوخ 1399/2/23)- مجازات شروع به سرقت‌های مذکور در مواد قبل تا پنج سال حبس و شلاق تا (74) ضربه می‌باشد.

"
10,159,"ماده 656
در صورتی که سرقت جامع شرایط حد نباشد و مقرون به یکی از شرایط زیر باشد مرتکب به حبس از شش ماه تا سه سال و تا (74)‌ضربه شلاق محکوم می‌شود:
1 - سرقت در جایی که محل سکنی یا مهیا برای سکنی یا در توابع آن یا در محل‌های عمومی از قبیل مسجد و حمام و غیر اینها واقع شده باشد.
2 - سرقت در جایی واقع شده باشد که به واسطه درخت و یا بوته یا پرچین یا نرده محرز بوده و سارق حرز را شکسته باشد.
3 - در صورتی که سرقت در شب واقع شده باشد.
4 - سارقین دو نفر یا بیشتر باشند.
5 - سارق مستخدم بوده و مال مخدوم خود را دزدیده یا مال دیگری را در منزل مخدوم خود یا منزل دیگری که به اتفاق مخدوم به آن جا رفته یا‌ شاگرد یا کارگر بوده و یا در محلی که معمولاً محل کار وی بوده از قبیل خانه، دکان، کارگاه، کارخانه و انبار سرقت نموده باشد.
6 - هر گاه اداره‌کنندگان هتل و مسافرخانه و کاروانسرا و کاروان و به طور کلی کسانی که به اقتضای شغل اموالی در دسترس آنان است تمام یا‌قسمتی از آن را مورد دستبرد قرار دهند.

"
10,160,"ماده 657
هر کس مرتکب ربودن مال دیگری از طریق کیف‌زنی - جیب‌بری و امثال آن شود به حبس از یک تا پنج سال و تا (74) ضربه شلاق ‌محکوم خواهد شد.

"
10,161,"ماده 658
هر گاه سرقت در مناطق سیل یا زلزله‌زده یا جنگی یا آتش‌سوزی یا در محل تصادف رانندگی صورت پذیرد و حائز شرایط حد نباشد مرتکب به مجازات حبس از یک تا پنج سال و تا (74) ضربه شلاق محکوم خواهد شد.

"
10,162,"ماده 659
هر کس وسائل و متعلقات مربوط به تاسیسات مورد استفاده عمومی که به هزینه دولت یا با سرمایه دولت یا سرمایه مشترک دولت و‌ بخش غیر دولتی یا به وسیله نهادها و سازمان‌های عمومی غیر دولتی یا موسسات خیریه ایجاد یا نصب شده مانند تاسیسات بهره‌برداری آب و برق و‌ گاز و غیره را سرقت نماید به حبس از یک تا پنج سال محکوم می‌شود و چنانچه مرتکب از کارکنان سازمان‌های مربوطه باشد به حداکثر مجازات مقرر‌ محکوم خواهد شد.

"
10,163,"ماده 660
(منسوخ 1396/3/10)- هرکس بدون پرداخت حق انشعاب آب و فاضلاب و برق و گاز و تلفن مبادرت به استفاده غیرمجاز از آب و برق و تلفن و گاز و شبکه فاضلاب نماید علاوه بر جبران خسارت وارده به پرداخت جزای نقدی از یک تا دوبرابر خسارت وارده محکوم خواهد شد.
چنانچه مرتکب از مأمورین شرکتهای مذکور باشد به حداکثر مجازات محکوم خواهد شد.

"
10,164,"ماده 661
در سایر موارد که سرقت مقرون به شرایط مذکور در مواد فوق نباشد مجازات مرتکب، حبس از سه ماه و یک روز تا دو سال و تا (74)‌ضربه شلاق خواهد بود.

"
10,165,"ماده 662
هر کس با علم و اطلاع یا با وجود قرائن اطمینان‌آور به اینکه مال در نتیجه ارتکاب سرقت بدست آمده است آن را به نحوی از انحاء ‌تحصیل یا مخفی یا قبول نماید یا مورد معامله قرار دهد به حبس از ششماه تا سه سال و تا (74) ضربه شلاق محکوم خواهد شد.
‌در صورتیکه متهم معامله اموال مسروقه را حرفه خود قرار داده باشد به حداکثر مجازات در این ماده محکوم می‌گردد.

"
10,166,"ماده 663
هر کس عالماً در اشیاء و اموالی که توسط مقامات ذیصلاح توقیف شده است و بدون اجازه دخالت یا تصرفی نماید که منافی با توقیف ‌باشد ولو مداخله کننده یا متصرف مالک آن باشد به حبس از سه ماه تا یک سال محکوم خواهد شد.

"
10,167,"ماده 664
هر کس عالماً عامداً برای ارتکاب جرمی اقدام به ساخت کلید یا تغییر آن نماید یا هر نوع وسیله‌ای برای ارتکاب جرم بسازد، یا تهیه کند ‌به حبس از سه ماه تا یک سال و تا (74) ضربه شلاق محکوم خواهد شد.

"
10,168,"ماده 665
هر کس مال دیگری را برباید و عمل او مشمول عنوان سرقت نباشد به حبس از شش ماه تا یک سال محکوم خواهد شد و اگر در نتیجه‌این کار صدمه‌ای به مجنی علیه وارد شده باشد به مجازات آن نیز محکوم خواهد شد.

"
10,169,"ماده 666
(منسوخ 1399/2/23)- در صورت تکرار جرم سرقت، مجازات سارق حسب مورد حداکثر مجازات مقرر در قانون خواهد بود.
تبصره - در تکرار جرم سرقت در صورتی که سارق سه فقره محکومیت قطعی به اتهام سرقت داشته باشد دادگاه نمی‌تواند از جهات مخففه در ‌تعیین مجازات استفاده نماید.

"
